日期,縣市,地方政府電力售電量(度),地方政府電力抄表戶數,地方政府電力用電佔比(%),地方政府電燈(營業)售電量(度),地方政府電燈(營業)抄表戶數,地方政府電燈(營業)用電佔比(%),地方政府電燈(非營業)售電量(度),地方政府電燈(非營業)抄表戶數,地方政府電燈(非營業)用電佔比(%),中央政府電力售電量(度),中央政府電力抄表戶數,中央政府電力用電佔比(%),中央政府電燈(營業)售電量(度),中央政府電燈(營業)抄表戶數,中央政府電燈(營業)用電佔比(%),中央政府電燈(非營業)售電量(度),中央政府電燈(非營業)抄表戶數,中央政府電燈(非營業)用電佔比(%),包燈售電量(度),包燈抄表戶數,包燈用電佔比(%),大專院校電力售電量(度),大專院校電力抄表戶數,大專院校電力用電佔比(%),大專院校電燈(營業)售電量(度),大專院校電燈(營業)抄表戶數,大專院校電燈(營業)用電佔比(%),大專院校電燈(非營業)售電量(度),大專院校電燈(非營業)抄表戶數,大專院校電燈(非營業)用電佔比(%),合計售電量(度)
2022年12月,台南市,5315178,253,0.0558,69789,37,0.0855,2937883,1098,0.0961,4249805,116,0.0486,880,1,0.0065,180290,124,0.0556,19137906,12310,0.1175,8085476,23,0.0555,0,0,0,362,2,0.0007,39977569
2022年12月,高雄市,11726340,491,0.1231,50381,25,0.0617,1925721,466,0.063,12318574,139,0.1408,50931,7,0.3747,218203,146,0.0673,16606638,19216,0.102,20110962,49,0.138,0,0,0,2120,3,0.0039,63009870
2022年12月,宜蘭縣,1083754,50,0.0114,86726,6,0.1063,1042311,188,0.0341,1377068,35,0.0157,0,0,0,126945,60,0.0392,6218735,5322,0.0382,1766376,7,0.0121,0,0,0,0,0,0,11701915
2022年12月,新竹縣,1733902,86,0.0182,2949,1,0.0036,781895,129,0.0256,1043415,24,0.0119,0,0,0,49798,14,0.0154,6342107,4573,0.039,1494080,8,0.0102,0,0,0,731,1,0.0014,11448877
2022年12月,苗栗縣,1082471,67,0.0114,110420,16,0.1353,1452320,721,0.0475,1350477,38,0.0154,0,0,0,86978,46,0.0268,5800055,5690,0.0356,1360360,4,0.0093,0,0,0,74680,3,0.138,11317761
2022年12月,彰化縣,2076016,111,0.0218,46585,30,0.0571,2874381,654,0.094,1979959,45,0.0226,0,0,0,255688,121,0.0789,11280471,11716,0.0693,2455074,10,0.0168,0,0,0,3720,1,0.0069,20971894
2022年12月,南投縣,992516,64,0.0104,4144,4,0.0051,1721224,234,0.0563,1709700,59,0.0195,5029,2,0.037,289235,100,0.0893,5253248,4818,0.0323,1241551,3,0.0085,0,0,0,0,0,0,11216647
2022年12月,雲林縣,979842,54,0.0103,16681,18,0.0204,1567983,420,0.0513,990530,38,0.0113,0,0,0,64653,73,0.02,6993564,8649,0.043,3268375,8,0.0224,0,0,0,17849,9,0.033,13899477
2022年12月,嘉義縣,931572,73,0.0098,2960,5,0.0036,936162,337,0.0306,488995,22,0.0056,0,0,0,46191,49,0.0143,5290343,4228,0.0325,3709380,9,0.0254,0,0,0,22960,1,0.0424,11428563
2022年12月,屏東縣,1070246,102,0.0112,15871,7,0.0195,1714680,394,0.0561,4173415,79,0.0477,663,4,0.0049,139438,189,0.043,7542560,5802,0.0463,3979746,13,0.0273,0,0,0,10556,15,0.0195,18647175
2022年12月,台東縣,757065,58,0.0079,22368,10,0.0274,893141,457,0.0292,1660925,54,0.019,6712,3,0.0494,156181,120,0.0482,1757476,1787,0.0108,1049114,6,0.0072,0,0,0,6750,10,0.0125,6309732
2022年12月,花蓮縣,878859,64,0.0092,8726,3,0.0107,1012441,371,0.0331,1255671,52,0.0143,0,0,0,198342,107,0.0612,6654140,4100,0.0409,3535454,10,0.0243,0,0,0,0,0,0,13543633
2022年12月,基隆市,1302299,73,0.0137,0,0,0,331170,91,0.0108,1221795,32,0.014,3760,1,0.0277,27600,12,0.0085,1758881,1880,0.0108,1792000,5,0.0123,0,0,0,0,0,0,6437505
2022年12月,新竹市,2137690,79,0.0224,66000,4,0.0809,160494,39,0.0052,2996457,43,0.0342,6800,1,0.05,73893,15,0.0228,2193672,2709,0.0135,9995596,12,0.0686,0,0,0,0,0,0,17630602
2022年12月,嘉義市,955752,36,0.01,18763,3,0.023,508856,64,0.0166,826820,25,0.0094,0,0,0,110262,78,0.034,1360489,2146,0.0084,1636383,10,0.0112,0,0,0,5361,2,0.0099,5422686
2022年12月,澎湖縣,676926,51,0.0071,32012,4,0.0392,410330,266,0.0134,1041449,35,0.0119,15565,9,0.1145,113959,110,0.0352,1234932,972,0.0076,325880,2,0.0022,0,0,0,0,0,0,3851053
2022年12月,金門縣,922416,62,0.0097,44655,42,0.0547,525459,197,0.0172,637523,28,0.0073,2040,2,0.015,94051,43,0.029,766129,1150,0.0047,490140,3,0.0034,0,0,0,0,0,0,3482413
2022年12月,連江縣,242440,17,0.0025,9360,1,0.0115,95786,56,0.0031,192720,8,0.0022,11586,7,0.0852,79395,35,0.0245,258212,233,0.0016,0,0,0,0,0,0,0,0,0,889499
2022年12月,合計,95286262,3274,1,815933,248,1,30584311,8103,1,87512679,1349,1,135926,46,1,3240491,1827,1,162807424,189279,1,145781702,389,1,2472,2,1,540965,325,1,526708165
2022年11月,新北市,18377533,519,0.1742,43655,7,0.0445,1937902,685,0.0532,7617615,89,0.0776,3629,1,0.0253,227950,64,0.0558,14111718,25964,0.0868,13902987,32,0.0814,0,0,0,15360,1,0.0287,56238349
2022年11月,台北市,31422919,447,0.2978,34118,11,0.0348,1150608,351,0.0316,30682673,207,0.3126,13854,2,0.0966,1004379,297,0.2457,9576949,24908,0.0589,42926496,110,0.2513,46782,3,0.8883,240592,197,0.4501,117099370
2022年11月,桃園市,6272399,212,0.0594,27433,3,0.028,2679099,286,0.0736,6541318,54,0.0666,0,0,0,242974,43,0.0594,10240048,17369,0.063,18091244,25,0.1059,0,0,0,568,3,0.0011,44095083
2022年11月,台中市,9237137,305,0.0875,114126,20,0.1163,5616325,480,0.1542,9528135,128,0.0971,8675,3,0.0605,151543,55,0.0371,21815650,23444,0.1342,16716858,40,0.0979,0,0,0,23388,4,0.0438,63211837
2022年11月,台南市,6106874,252,0.0579,30920,21,0.0315,3492520,1091,0.0959,5044519,115,0.0514,1280,1,0.0089,196044,203,0.048,19493925,12297,0.1199,9990603,23,0.0585,2960,1,0.0562,10445,6,0.0195,44370090
2022年11月,高雄市,14041885,492,0.1331,28956,26,0.0295,3066755,641,0.0842,13469404,140,0.1372,11304,9,0.0788,187594,129,0.0459,16435825,19174,0.1011,25093043,49,0.1469,2920,2,0.0554,11506,7,0.0215,72349192
2022年11月,宜蘭縣,1192858,50,0.0113,103306,13,0.1053,1365066,228,0.0375,1463241,35,0.0149,6459,2,0.045,244476,124,0.0598,6184544,5308,0.038,1851190,7,0.0108,0,0,0,5335,2,0.01,12416475
2022年11月,新竹縣,1993309,86,0.0189,24265,2,0.0247,943216,157,0.0259,1137505,24,0.0116,0,0,0,6419,4,0.0016,6392966,4439,0.0393,1815620,8,0.0106,0,0,0,4010,2,0.0075,12317310
2022年11月,苗栗縣,1181915,67,0.0112,159274,18,0.1623,1668419,772,0.0458,1541570,38,0.0157,0,0,0,91659,107,0.0224,5834492,5689,0.0359,1546984,4,0.0091,0,0,0,80200,4,0.1501,12104513
2022年11月,彰化縣,2401059,111,0.0228,43185,10,0.044,2861188,650,0.0786,2244909,45,0.0229,0,0,0,190186,101,0.0465,11273314,11529,0.0693,2954656,10,0.0173,0,0,0,16136,6,0.0302,21984633
2022年11月,南投縣,1172364,64,0.0111,2190,1,0.0022,1182131,185,0.0325,1999302,59,0.0204,8034,3,0.056,85086,44,0.0208,5288771,4815,0.0325,1423796,3,0.0083,0,0,0,0,0,0,11161674
2022年11月,雲林縣,1156352,54,0.011,30060,15,0.0306,2190661,519,0.0602,1167195,38,0.0119,0,0,0,122757,69,0.03,6993987,8608,0.043,3928188,8,0.023,0,0,0,40,1,0.0001,15589240
2022年11月,嘉義縣,1100566,72,0.0104,9169,5,0.0093,2146850,551,0.0589,571203,23,0.0058,29920,1,0.2087,50483,51,0.0124,5269891,4220,0.0324,4522900,9,0.0265,0,0,0,1000,2,0.0019,13701982
2022年11月,屏東縣,1267877,104,0.012,21664,15,0.0221,2125443,474,0.0584,4814449,78,0.049,9480,4,0.0661,141727,135,0.0347,7535983,5758,0.0464,4746948,13,0.0278,0,0,0,21167,6,0.0396,20684738
2022年11月,台東縣,786674,58,0.0075,26478,11,0.027,983663,386,0.027,1793498,54,0.0183,7869,4,0.0549,269531,139,0.0659,1703072,1777,0.0105,1188194,6,0.007,0,0,0,14159,4,0.0265,6773138
2022年11月,花蓮縣,913283,64,0.0087,204113,24,0.208,1315262,505,0.0361,1337869,52,0.0136,0,0,0,242174,177,0.0592,6891427,4083,0.0424,3931761,10,0.023,0,0,0,12860,9,0.0241,14848749
2022年11月,基隆市,1383227,73,0.0131,0,0,0,283329,51,0.0078,1349210,32,0.0137,0,0,0,44938,20,0.011,1772719,1884,0.0109,1973800,5,0.0116,0,0,0,48800,1,0.0913,6856023
2022年11月,新竹市,2397907,79,0.0227,53046,2,0.0541,345322,72,0.0095,2875541,43,0.0293,0,0,0,49463,17,0.0121,2185014,2696,0.0134,11489039,12,0.0673,0,0,0,0,0,0,19395332
2022年11月,嘉義市,1163549,36,0.011,11240,1,0.0115,335012,54,0.0092,997337,25,0.0102,0,0,0,215271,40,0.0527,1342215,2146,0.0083,1898824,10,0.0111,0,0,0,717,2,0.0013,5964165
2022年11月,澎湖縣,747074,51,0.0071,3847,2,0.0039,199471,39,0.0055,1127790,35,0.0115,20201,3,0.1409,106468,71,0.026,1238807,965,0.0076,362360,2,0.0021,0,0,0,25836,53,0.0483,3831854
2022年11月,金門縣,978818,62,0.0093,0,0,0,398455,80,0.0109,694073,28,0.0071,11499,7,0.0802,160055,50,0.0392,757172,1117,0.0047,481420,3,0.0028,0,0,0,2359,2,0.0044,3483851
2022年11月,連江縣,228800,17,0.0022,10057,4,0.0103,132840,54,0.0036,159480,8,0.0016,11180,5,0.078,56402,26,0.0138,245121,220,0.0015,0,0,0,0,0,0,0,0,0,843880
2022年11月,合計,105524379,3275,1,981102,211,1,36419537,8311,1,98157836,1350,1,143384,45,1,4087579,1966,1,162583610,188410,1,170836911,389,1,52662,6,1,534478,312,1,579321478
2022年10月,新北市,19722754,519,0.1698,54479,8,0.0573,3373579,907,0.0932,7946476,89,0.0762,3236,3,0.0158,340727,117,0.0776,12411985,25901,0.0878,14403483,32,0.0803,0,0,0,11120,1,0.0163,58267839
2022年10月,台北市,33027532,446,0.2843,56498,11,0.0594,1221128,288,0.0337,31373794,207,0.3007,19327,3,0.0941,516568,83,0.1177,8416396,24895,0.0595,44880597,110,0.2503,6221,2,0.7483,383871,264,0.5635,119901932
2022年10月,桃園市,7117624,214,0.0613,23400,2,0.0246,2453534,288,0.0678,7163655,53,0.0687,12493,1,0.0608,130470,44,0.0297,8971600,17389,0.0635,18871078,25,0.1053,0,0,0,0,0,0,44743854
2022年10月,台中市,9926164,304,0.0854,117734,11,0.1238,4871703,443,0.1346,10238063,128,0.0981,7628,2,0.0372,320205,144,0.0729,19379366,23455,0.1371,17643508,40,0.0984,2093,1,0.2517,128896,13,0.1892,62635360
2022年10月,台南市,6638805,252,0.0571,80129,36,0.0843,3334109,1095,0.0921,5464738,115,0.0524,1520,1,0.0074,249139,124,0.0568,16831001,12289,0.119,10568225,23,0.0589,0,0,0,434,2,0.0006,43168100
2022年10月,高雄市,16562132,492,0.1426,54286,25,0.0571,2174349,466,0.0601,14300622,140,0.137,66002,7,0.3215,271639,147,0.0619,14425449,19197,0.102,26327993,50,0.1468,0,0,0,3080,3,0.0045,74185552
2022年10月,宜蘭縣,1368449,50,0.0118,103963,6,0.1094,1282726,191,0.0354,1564625,35,0.015,0,0,0,157696,60,0.0359,5356309,5311,0.0379,1937836,7,0.0108,0,0,0,0,0,0,11771604
2022年10月,新竹縣,2200549,86,0.0189,2816,1,0.003,889786,129,0.0246,1193476,24,0.0114,0,0,0,73250,14,0.0167,5415157,4435,0.0383,1925360,8,0.0107,0,0,0,1485,1,0.0022,11701879
2022年10月,苗栗縣,1387450,67,0.0119,125292,16,0.1318,1811083,722,0.05,1704696,37,0.0163,0,0,0,106802,46,0.0243,5030344,5681,0.0356,1630120,4,0.0091,0,0,0,72640,3,0.1066,11868427
2022年10月,彰化縣,2735444,111,0.0235,40124,28,0.0422,3261146,654,0.0901,2500895,45,0.024,0,0,0,349614,121,0.0796,9773219,11482,0.0691,3078849,10,0.0172,0,0,0,4280,1,0.0063,21743571
2022年10月,南投縣,1363286,64,0.0117,4645,4,0.0049,1756518,234,0.0485,2174561,59,0.0208,6322,2,0.0308,370252,100,0.0843,4522768,4807,0.032,1509653,3,0.0084,0,0,0,0,0,0,11708005
2022年10月,雲林縣,1353805,54,0.0117,16366,18,0.0172,1761650,418,0.0487,1271372,38,0.0122,0,0,0,88198,73,0.0201,6051152,8549,0.0428,4240184,8,0.0237,0,0,0,22930,9,0.0337,14805657
2022年10月,嘉義縣,1274494,73,0.011,2960,5,0.0031,1140826,337,0.0315,639557,23,0.0061,0,0,0,53122,49,0.0121,4536855,4217,0.0321,4928992,9,0.0275,0,0,0,24240,1,0.0356,12601046
2022年10月,屏東縣,1421644,104,0.0122,17743,7,0.0187,1802695,394,0.0498,5178603,78,0.0496,937,4,0.0046,176112,189,0.0401,6483911,5749,0.0459,4914244,13,0.0274,0,0,0,11187,15,0.0164,20007076
2022年10月,台東縣,903766,58,0.0078,28007,10,0.0295,1061080,457,0.0293,2017101,54,0.0193,8082,3,0.0394,209828,121,0.0478,1521344,1741,0.0108,1252558,6,0.007,0,0,0,9784,10,0.0144,7011550
2022年10月,花蓮縣,1129931,64,0.0097,11669,3,0.0123,1290744,367,0.0357,1547467,53,0.0148,0,0,0,264851,107,0.0603,5725813,4068,0.0405,4163260,10,0.0232,0,0,0,0,0,0,14133735
2022年10月,基隆市,1562458,73,0.0134,0,0,0,382529,91,0.0106,1520473,32,0.0146,5600,1,0.0273,38243,12,0.0087,1522162,1871,0.0108,2052600,5,0.0114,0,0,0,0,0,0,7084065
2022年10月,新竹市,2717982,79,0.0234,74440,4,0.0783,185947,39,0.0051,3104979,42,0.0298,7200,1,0.0351,110848,15,0.0252,1897879,2694,0.0134,11955337,12,0.0667,0,0,0,0,0,0,20054612
2022年10月,嘉義市,1346852,36,0.0116,21181,3,0.0223,614040,64,0.017,1083591,24,0.0104,0,0,0,133090,78,0.0303,1183062,2144,0.0084,2052305,10,0.0114,0,0,0,7238,2,0.0106,6441359
2022年10月,澎湖縣,918135,51,0.0079,47111,4,0.0496,549300,266,0.0152,1319210,35,0.0126,45931,9,0.2237,168235,111,0.0383,1063839,958,0.0075,415560,2,0.0023,0,0,0,0,0,0,4527321
2022年10月,金門縣,1210368,63,0.0104,57366,42,0.0603,834585,197,0.0231,835738,28,0.008,2680,2,0.0131,152240,43,0.0347,647706,1107,0.0046,534400,3,0.003,0,0,0,0,0,0,4275083
2022年10月,連江縣,285400,17,0.0025,10520,1,0.0111,152098,56,0.0042,202920,8,0.0019,18367,7,0.0895,108957,35,0.0248,219179,231,0.0016,0,0,0,0,0,0,0,0,0,997441
2022年10月,合計,116175024,3277,1,950729,245,1,36205155,8103,1,104346612,1347,1,205325,46,1,4390086,1833,1,141386496,188171,1,179286142,390,1,8314,3,1,681185,325,1,583635068
2022年09月,新北市,23200211,519,0.1827,61615,7,0.0483,2520151,685,0.0684,9114905,90,0.0784,5168,1,0.0282,309605,64,0.0583,12320760,25867,0.0874,15686980,32,0.0832,0,0,0,16800,1,0.0312,63236195
2022年09月,台北市,36309847,447,0.2859,49428,11,0.0387,1448311,345,0.0393,34423827,207,0.296,16327,2,0.0891,1338403,297,0.2521,8494423,24835,0.0602,47728418,110,0.2531,60041,3,0.9004,316596,196,0.5881,130185621
2022年09月,桃園市,7908302,213,0.0623,29512,3,0.0231,2579989,286,0.0701,7803306,54,0.0671,0,0,0,330257,43,0.0622,8967305,17331,0.0636,20203340,25,0.1072,0,0,0,670,3,0.0012,47822681
2022年09月,台中市,10560123,303,0.0831,163022,17,0.1278,4703803,482,0.1278,11678526,128,0.1004,10681,3,0.0583,175032,53,0.033,18923704,23315,0.1342,18452236,40,0.0979,0,0,0,23900,4,0.0444,64691027
2022年09月,台南市,7248536,253,0.0571,38556,21,0.0302,3481800,1093,0.0946,6116782,117,0.0526,1680,1,0.0092,264044,204,0.0497,16811325,12274,0.1192,10694661,23,0.0567,3680,1,0.0552,13171,6,0.0245,44674235
2022年09月,高雄市,16352768,488,0.1288,30119,27,0.0236,2974729,641,0.0808,15332876,140,0.1318,12628,9,0.069,229003,129,0.0431,14264188,19204,0.1012,26596142,50,0.1411,2960,2,0.0444,12279,7,0.0228,75807692
2022年09月,宜蘭縣,1616190,51,0.0127,141313,13,0.1107,1502851,225,0.0408,1859872,35,0.016,6421,2,0.0351,344960,124,0.065,5323599,5309,0.0378,2081072,7,0.011,0,0,0,3275,2,0.0061,12879553
2022年09月,新竹縣,2571583,85,0.0202,28859,2,0.0226,971541,152,0.0264,1302146,24,0.0112,0,0,0,12451,4,0.0023,5418331,4429,0.0384,2222640,8,0.0118,0,0,0,3890,2,0.0072,12531441
2022年09月,苗栗縣,1469702,67,0.0116,190296,18,0.1491,1838214,776,0.0499,1974314,38,0.017,0,0,0,139133,107,0.0262,5058474,5677,0.0359,1746812,4,0.0093,0,0,0,20880,4,0.0388,12437825
2022年09月,彰化縣,3028563,109,0.0238,40864,8,0.032,2823119,652,0.0767,3024303,45,0.026,0,0,0,261882,101,0.0493,9866376,11456,0.07,3413689,10,0.0181,0,0,0,17891,6,0.0332,22476687
2022年09月,南投縣,1455392,64,0.0115,2614,1,0.002,1040272,184,0.0283,2398516,58,0.0206,9131,3,0.0499,93536,44,0.0176,4605621,4804,0.0327,1470921,3,0.0078,0,0,0,0,0,0,11076003
2022年09月,雲林縣,1376336,52,0.0108,34534,15,0.0271,2176673,518,0.0591,1487112,38,0.0128,0,0,0,138426,70,0.0261,6027537,8524,0.0427,4421144,8,0.0234,0,0,0,40,1,0.0001,15661802
2022年09月,嘉義縣,1364263,73,0.0107,10874,5,0.0085,2160108,551,0.0587,742801,23,0.0064,34560,1,0.1887,45855,51,0.0086,4524349,4207,0.0321,5097736,9,0.027,0,0,0,978,2,0.0018,13981524
2022年09月,屏東縣,1468743,106,0.0116,22470,15,0.0176,1935874,476,0.0526,5534510,78,0.0476,11520,4,0.0629,158730,135,0.0299,6473623,5736,0.0459,4870929,13,0.0258,0,0,0,25756,6,0.0478,20502155
2022年09月,台東縣,968134,58,0.0076,35337,11,0.0277,1075630,386,0.0292,2269841,53,0.0195,9477,4,0.0517,327523,139,0.0617,1463517,1731,0.0104,1311827,6,0.007,0,0,0,10470,4,0.0194,7471756
2022年09月,花蓮縣,1175023,64,0.0093,287054,24,0.225,1689482,502,0.0459,1960059,52,0.0169,0,0,0,329352,177,0.062,5974008,4006,0.0424,4339736,10,0.023,0,0,0,15845,9,0.0294,15770559
2022年09月,基隆市,1690101,73,0.0133,0,0,0,322548,51,0.0088,1825549,32,0.0157,0,0,0,73289,20,0.0138,1531105,1861,0.0109,2172400,5,0.0115,0,0,0,24320,1,0.0452,7639312
2022年09月,新竹市,3012560,79,0.0237,75075,2,0.0588,362464,72,0.0098,3391555,43,0.0292,0,0,0,67178,17,0.0127,1887989,2693,0.0134,12814470,12,0.068,0,0,0,0,0,0,21611291
2022年09月,嘉義市,1422081,36,0.0112,14720,1,0.0115,303938,54,0.0083,1255364,24,0.0108,0,0,0,199673,40,0.0376,1165939,2146,0.0083,2119212,10,0.0112,0,0,0,453,2,0.0008,6481380
2022年09月,澎湖縣,1077235,51,0.0085,3847,2,0.003,261758,37,0.0071,1550037,35,0.0133,28663,3,0.1565,165561,71,0.0312,1062778,952,0.0075,474600,2,0.0025,0,0,0,28962,53,0.0538,4653441
2022年09月,金門縣,1421512,61,0.0112,0,0,0,443064,78,0.012,984432,28,0.0085,18321,7,0.1,208728,50,0.0393,646045,1103,0.0046,625520,3,0.0033,0,0,0,2159,2,0.004,4349781
2022年09月,連江縣,308560,17,0.0024,15889,4,0.0125,202452,54,0.0055,275760,8,0.0024,18565,5,0.1014,95446,26,0.018,208937,218,0.0015,0,0,0,0,0,0,0,0,0,1125609
2022年09月,合計,127005765,3269,1,1275998,207,1,36818771,8300,1,116306393,1350,1,183142,45,1,5308067,1966,1,141019933,187678,1,188544485,390,1,66681,6,1,538335,311,1,617067570
2022年08月,新北市,21390539,520,0.1789,51606,8,0.0586,3199157,901,0.0991,10673999,90,0.084,2227,3,0.011,363108,117,0.0843,12383452,25845,0.0876,13905816,32,0.0798,0,0,0,11920,1,0.0193,61981824
2022年08月,台北市,35796941,446,0.2994,50317,10,0.0572,1178548,286,0.0365,39663884,208,0.3122,17861,3,0.0886,522328,83,0.1212,8494238,24816,0.0601,49612540,110,0.2847,7896,2,0.7836,394146,264,0.6377,135738699
2022年08月,桃園市,6966552,213,0.0583,19360,2,0.022,2132720,290,0.0661,11137788,54,0.0877,9455,1,0.0469,121983,44,0.0283,8949953,17334,0.0633,19213631,25,0.1103,0,0,0,0,0,0,48551442
2022年08月,台中市,10093493,302,0.0844,95607,9,0.1087,3863550,444,0.1197,12288674,127,0.0967,7443,2,0.0369,309027,144,0.0717,19305984,23332,0.1366,16284533,40,0.0934,2180,1,0.2164,101833,13,0.1648,62352324
2022年08月,台南市,6557116,252,0.0548,79361,36,0.0902,2907048,1092,0.0901,5901349,119,0.0465,1200,1,0.006,234860,124,0.0545,16808070,12260,0.1189,8277810,23,0.0475,0,0,0,405,2,0.0007,40767219
2022年08月,高雄市,14129831,493,0.1182,50739,25,0.0577,1929821,466,0.0598,15483305,140,0.1219,65700,7,0.3259,264641,147,0.0614,14409442,19185,0.1019,22886224,50,0.1313,0,0,0,3040,3,0.0049,69222743
2022年08月,宜蘭縣,1636433,50,0.0137,105707,6,0.1201,1135090,191,0.0352,1923373,35,0.0151,0,0,0,160986,60,0.0374,5371038,5298,0.038,1934348,7,0.0111,0,0,0,0,0,0,12266975
2022年08月,新竹縣,2354965,85,0.0197,3513,1,0.004,829843,129,0.0257,1336789,24,0.0105,0,0,0,78940,14,0.0183,5413277,4429,0.0383,2160280,8,0.0124,0,0,0,2077,1,0.0034,12179684
2022年08月,苗栗縣,1513122,67,0.0127,120225,16,0.1366,1762817,723,0.0546,2030853,37,0.016,0,0,0,100099,46,0.0232,5018808,5663,0.0355,1404364,4,0.0081,0,0,0,25320,3,0.041,11975608
2022年08月,彰化縣,3005151,110,0.0251,31977,28,0.0363,2740771,654,0.0849,2886973,45,0.0227,0,0,0,318858,121,0.074,9811898,11433,0.0694,2937027,10,0.0169,0,0,0,3960,1,0.0064,21736615
2022年08月,南投縣,1453154,64,0.0122,4198,4,0.0048,1487190,234,0.0461,2386720,57,0.0188,5527,2,0.0274,347959,101,0.0808,4551920,4783,0.0322,1173700,3,0.0067,0,0,0,0,0,0,11410368
2022年08月,雲林縣,1423277,52,0.0119,15142,18,0.0172,1682907,420,0.0521,1380402,38,0.0109,0,0,0,88533,73,0.0205,6049196,8496,0.0428,3920877,8,0.0225,0,0,0,24243,9,0.0392,14584577
2022年08月,嘉義縣,1280808,73,0.0107,2400,4,0.0027,1026368,338,0.0318,704092,23,0.0055,0,0,0,52723,49,0.0122,4543444,4196,0.0321,4155084,9,0.0238,0,0,0,23680,1,0.0383,11788599
2022年08月,屏東縣,1287792,105,0.0108,16720,7,0.019,1690227,394,0.0524,5609557,79,0.0442,1183,4,0.0059,174606,189,0.0405,6499566,5722,0.046,3932215,13,0.0226,0,0,0,10985,15,0.0178,19222851
2022年08月,台東縣,930727,58,0.0078,22785,10,0.0259,995182,457,0.0308,2360543,54,0.0186,7268,3,0.036,212803,121,0.0494,1516247,1722,0.0107,1023879,6,0.0059,0,0,0,10050,10,0.0163,7079484
2022年08月,花蓮縣,1166022,63,0.0098,9660,3,0.011,1294144,366,0.0401,1960317,52,0.0154,0,0,0,262013,107,0.0608,5709978,3976,0.0404,3775810,10,0.0217,0,0,0,0,0,0,14177944
2022年08月,基隆市,1668861,72,0.014,0,0,0,351227,91,0.0109,2012995,32,0.0158,2440,1,0.0121,42141,12,0.0098,1519198,1855,0.0107,2162200,5,0.0124,0,0,0,0,0,0,7759062
2022年08月,新竹市,2779257,79,0.0232,77000,4,0.0875,167807,39,0.0052,3261825,43,0.0257,6720,1,0.0333,103461,15,0.024,1893581,2693,0.0134,12764180,12,0.0732,0,0,0,0,0,0,21053831
2022年08月,嘉義市,1377555,36,0.0115,21629,3,0.0246,543427,64,0.0168,1158107,24,0.0091,0,0,0,131014,79,0.0304,1179533,2136,0.0083,1932120,10,0.0111,0,0,0,6390,2,0.0103,6349775
2022年08月,澎湖縣,965168,51,0.0081,43590,4,0.0495,502309,266,0.0156,1608961,35,0.0127,48469,9,0.2404,171590,111,0.0398,1066451,955,0.0075,341000,2,0.002,0,0,0,0,0,0,4747538
2022年08月,金門縣,1494499,61,0.0125,48834,42,0.0555,706961,197,0.0219,964582,28,0.0076,3320,2,0.0165,139936,43,0.0325,644695,1094,0.0046,468620,3,0.0027,0,0,0,0,0,0,4471447
2022年08月,連江縣,281040,17,0.0024,9560,1,0.0109,144660,56,0.0045,293800,8,0.0023,22807,7,0.1131,106640,35,0.0248,217339,231,0.0015,0,0,0,0,0,0,0,0,0,1075846
2022年08月,合計,119552303,3269,1,879930,241,1,32271774,8098,1,127028888,1352,1,201620,46,1,4308249,1835,1,141357308,187454,1,174266258,390,1,10076,3,1,618049,325,1,600494455
2022年07月,新北市,19313908,517,0.1694,47638,7,0.0501,2016396,685,0.0596,10473307,90,0.0865,4263,1,0.0289,232060,64,0.0545,11507484,25816,0.088,13673840,32,0.0798,0,0,0,14920,1,0.0276,57283816
2022年07月,台北市,34121076,449,0.2993,30943,10,0.0325,1182479,346,0.035,38472033,207,0.3179,12305,2,0.0834,1044849,296,0.2452,8005236,24814,0.0612,48642624,110,0.2839,46191,4,0.9413,248165,196,0.4588,131805901
